RA,Dec,z_cl,N_mem,logMs,z_bcg,ID,
39.069598,-6.158967,0.686,11.447,12.291,-1.0,C19a1sW01702,
39.087773,-5.687066,0.7795,10.498,12.212,-1.0,C19a1sW01703,
39.09565,-3.117847,0.7164,15.412,12.229,-1.0,C19a1sW01704,
39.097858,-4.209638,0.2956,12.472,12.113,-1.0,C19a1sW01705,
39.098373,-4.265161,0.4578,11.728,11.964,0.44854,C19a1sW01706,
39.112379,-4.644761,1.2689,11.517,12.134,-1.0,C19a1sW01707,
39.138073,-4.813573,0.3562,23.371,12.253,0.3622,C19a1sW01708,
39.147804,-5.661794,0.29,19.182,12.253,-1.0,C19a1sW01709,
39.156074,-3.545178,0.252,26.114,12.314,-1.0,C19a1sW01710,
39.180914,-2.497939,0.604,18.859,12.183,-1.0,C19a1sW01711,
39.226074,-4.680709,0.8732,13.097,12.356,-1.0,C19a1sW01712,
39.228944,-6.11882,0.688,24.131,12.446,-1.0,C19a1sW01713,
39.233093,-6.182137,1.0222,13.732,12.091,-1.0,C19a1sW01714,
39.24118,-5.789508,0.3243,11.316,12.08,-1.0,C19a1sW01715,
39.258396,-3.070379,0.7505,19.576,12.266,-1.0,C19a1sW01716,
39.303607,-4.333739,0.864,17.304,12.398,-1.0,C19a1sW01717,
39.310953,-3.735974,0.36,31.728,12.607,0.36345,C19a1sW01718,
39.314026,-5.888344,0.7941,11.642,12.22,-1.0,C19a1sW01719,
39.377724,-5.824811,0.27,32.806,12.328,0.30159,C19a1sW01720,
39.384168,-3.883277,0.6003,12.581,12.159,-1.0,C19a1sW01721,
39.39978,-5.834766,0.9541,10.131,12.193,-1.0,C19a1sW01722,
39.422153,-4.379645,0.5028,13.765,12.224,-1.0,C19a1sW01723,
39.423225,-6.267909,1.0361,10.311,12.112,-1.0,C19a1sW01724,
39.435465,-6.165711,1.156,10.867,12.106,-1.0,C19a1sW01725,
39.483753,-4.208457,0.254,37.704,12.45,-1.0,C19a1sW01726,
39.650574,-3.589451,0.734,16.126,12.269,0.73798,C19a1sW01727,
127.963425,3.276927,1.2,18.313,12.249,-1.0,C19a1sW01728,
128.223332,3.575803,0.4959,16.148,12.237,-1.0,C19a1sW01729,
128.261648,2.742466,0.178,26.852,12.218,0.18427,C19a1sW01730,
128.290131,0.818462,1.0336,16.416,12.469,-1.0,C19a1sW01731,
128.336887,3.646483,0.742,29.501,12.583,0.74726,C19a1sW01732,
128.341028,3.276141,0.8024,26.456,12.405,-1.0,C19a1sW01733,
128.341393,-1.194895,0.286,37.932,12.561,-1.0,C19a1sW01734,
128.341896,1.428957,0.5208,16.282,12.073,-1.0,C19a1sW01735,
128.343878,0.453959,0.8122,20.623,12.403,-1.0,C19a1sW01736,
128.351747,-1.573986,1.238,11.91,12.244,-1.0,C19a1sW01737,
128.358224,3.5807,0.4694,10.317,12.074,0.48569,C19a1sW01738,
128.389785,3.578431,0.9366,21.677,12.33,-1.0,C19a1sW01739,
128.398412,1.438271,0.2386,11.177,11.828,-1.0,C19a1sW01740,
128.413975,-1.208105,1.0722,24.447,12.424,-1.0,C19a1sW01741,
128.436076,3.40781,1.0559,12.457,12.316,-1.0,C19a1sW01742,
128.462297,0.757102,0.3658,29.324,12.401,-1.0,C19a1sW01743,
128.469166,4.149951,0.8205,15.451,12.259,-1.0,C19a1sW01744,
128.492397,-0.207599,0.458,14.824,12.03,-1.0,C19a1sW01745,
128.499142,1.055143,0.642,19.028,12.374,-1.0,C19a1sW01746,
128.505377,1.359135,0.638,19.233,12.33,-1.0,C19a1sW01747,
128.509076,3.354789,0.334,11.993,11.883,-1.0,C19a1sW01748,
128.516055,1.997796,0.304,14.737,12.103,0.29799,C19a1sW01749,
128.523894,2.559206,0.356,12.271,12.1,0.34917,C19a1sW01750,
128.539883,-0.114146,1.2,10.651,12.085,-1.0,C19a1sW01751,
128.540427,-0.281624,0.2978,18.019,12.333,0.32109,C19a1sW01752,
128.5409,3.983902,0.204,17.861,12.165,0.20129,C19a1sW01753,
128.556696,0.711277,0.3791,13.06,12.132,-1.0,C19a1sW01754,
128.557992,-1.315548,0.752,13.723,12.355,-1.0,C19a1sW01755,
128.562889,3.710048,0.3457,11.343,12.083,0.36204,C19a1sW01756,
128.574179,2.654242,0.9961,12.768,12.215,-1.0,C19a1sW01757,
128.580001,3.11857,0.3208,17.993,12.356,0.31937,C19a1sW01758,
128.584148,1.020487,1.1482,11.134,11.96,-1.0,C19a1sW01759,
128.599255,-0.571773,0.7741,10.283,12.119,-1.0,C19a1sW01760,
128.5995,2.361682,1.175,13.581,12.118,-1.0,C19a1sW01761,
128.605261,3.170182,1.16,12.316,12.385,-1.0,C19a1sW01762,
128.614825,1.257765,1.3501,10.273,12.269,-1.0,C19a1sW01763,
128.635059,-0.234234,0.6279,15.477,12.377,-1.0,C19a1sW01764,
128.638449,-0.060594,0.4473,10.606,11.981,0.43644,C19a1sW01765,
128.641417,3.362292,0.19,21.621,12.306,0.19724,C19a1sW01766,
128.644988,3.245655,0.8652,11.85,12.114,-1.0,C19a1sW01767,
128.660725,3.694934,0.2209,10.427,11.839,-1.0,C19a1sW01768,
128.680555,3.067089,0.7339,16.921,12.377,-1.0,C19a1sW01769,
128.686211,2.321168,0.2534,16.556,12.294,0.26235,C19a1sW01770,
128.691241,4.059565,0.762,11.632,12.259,-1.0,C19a1sW01771,
128.691868,1.940839,0.808,16.532,12.106,-1.0,C19a1sW01772,
128.692066,2.890777,0.308,14.167,12.192,0.25822,C19a1sW01773,
128.695105,1.582059,0.368,27.882,12.29,-1.0,C19a1sW01774,
128.704348,-1.462678,1.1119,13.837,12.065,-1.0,C19a1sW01775,
128.713572,-0.590624,0.2983,23.122,12.401,-1.0,C19a1sW01776,
128.717589,2.001194,0.198,16.025,12.161,-1.0,C19a1sW01777,
128.730409,1.417885,0.5462,17.038,12.192,-1.0,C19a1sW01778,
128.74976,2.542019,0.642,10.102,12.022,0.67063,C19a1sW01779,
128.760354,1.119118,0.2806,34.956,12.288,-1.0,C19a1sW01780,
128.761655,3.592866,0.9379,13.559,12.162,-1.0,C19a1sW01781,
128.764184,1.918842,0.8132,15.328,12.266,-1.0,C19a1sW01782,
128.771317,-1.339944,0.7618,12.053,12.185,-1.0,C19a1sW01783,
128.79865,-1.701185,0.5637,23.756,12.415,-1.0,C19a1sW01784,
128.803063,4.01445,0.2165,10.097,12.126,0.20027,C19a1sW01785,
128.808285,2.438361,0.64,11.857,12.031,0.6524,C19a1sW01786,
128.826327,-1.520234,0.722,12.724,12.15,-1.0,C19a1sW01787,
128.857714,1.784682,0.89,13.216,12.419,-1.0,C19a1sW01788,
128.863336,2.890436,0.9739,17.605,12.172,-1.0,C19a1sW01789,
128.864828,-0.350957,1.1721,10.541,11.841,-1.0,C19a1sW01790,
128.876984,-0.592413,0.356,12.527,12.069,-1.0,C19a1sW01791,
128.881585,3.878936,0.556,15.676,12.251,0.56111,C19a1sW01792,
128.884398,4.094499,0.7792,12.039,12.184,-1.0,C19a1sW01793,
128.907137,3.175921,0.812,28.521,12.414,-1.0,C19a1sW01794,
128.915741,3.961862,0.5,16.357,12.275,0.49685,C19a1sW01795,
128.928797,4.130761,0.488,10.201,12.227,0.49337,C19a1sW01796,
128.936114,3.431424,0.8125,11.964,12.121,-1.0,C19a1sW01797,
128.949275,-1.952452,0.6401,10.319,12.263,-1.0,C19a1sW01798,
128.949743,-1.804497,0.7791,29.508,12.307,-1.0,C19a1sW01799,
128.959267,-1.060244,1.194,10.813,12.094,-1.0,C19a1sW01800,
128.973537,-0.660791,0.2676,14.739,12.208,-1.0,C19a1sW01801,
128.989879,-1.161952,1.1761,14.769,12.547,-1.0,C19a1sW01802,
128.991586,0.35098,0.552,11.148,12.031,0.57391,C19a1sW01803,
128.994219,1.154875,1.0236,10.965,12.262,-1.0,C19a1sW01804,
128.999647,-1.51151,0.7479,31.38,12.6,-1.0,C19a1sW01805,
129.004437,3.017098,0.56,12.036,12.116,-1.0,C19a1sW01806,
129.013708,4.780211,0.706,11.596,11.924,-1.0,C19a1sW01807,
129.028069,-1.222135,0.86,17.029,12.279,-1.0,C19a1sW01808,
129.033282,1.465942,0.8924,12.787,12.375,-1.0,C19a1sW01809,
129.038028,2.901089,0.5366,18.204,12.276,-1.0,C19a1sW01810,
129.040618,3.231834,0.8169,15.65,12.242,-1.0,C19a1sW01811,
129.046039,0.319621,0.956,14.735,12.393,-1.0,C19a1sW01812,
129.052523,-0.737629,1.14,11.535,12.07,-1.0,C19a1sW01813,
129.071983,1.595588,0.626,21.005,12.404,-1.0,C19a1sW01814,
129.079072,3.718342,0.472,16.36,12.309,-1.0,C19a1sW01815,
129.083112,-0.221393,0.458,23.902,12.398,0.46871,C19a1sW01816,
129.089754,1.99388,0.6,10.579,11.911,-1.0,C19a1sW01817,
129.095862,0.7193,1.216,11.877,11.942,-1.0,C19a1sW01818,
129.098906,4.521787,0.8119,15.14,12.496,-1.0,C19a1sW01819,
129.106201,-0.926519,0.698,12.555,12.124,-1.0,C19a1sW01820,
129.114767,3.644848,0.7974,11.738,11.91,0.66451,C19a1sW01821,
129.11509,-1.308229,1.184,11.515,12.387,-1.0,C19a1sW01822,
129.117435,4.171858,0.5,21.41,12.473,0.49009,C19a1sW01823,
129.126981,4.646134,0.6092,11.335,12.114,-1.0,C19a1sW01824,
129.132866,1.325192,0.202,14.378,12.017,0.19344,C19a1sW01825,
129.135329,3.11289,0.9393,10.647,12.165,-1.0,C19a1sW01826,
129.140295,0.772638,0.7788,11.727,12.225,-1.0,C19a1sW01827,
129.143298,-0.013192,1.18,22.992,12.476,-1.0,C19a1sW01828,
129.143391,4.205567,0.418,17.322,12.223,0.41143,C19a1sW01829,
129.14498,0.757099,0.9561,12.12,12.222,-1.0,C19a1sW01830,
129.155837,2.326198,0.916,27.585,12.523,-1.0,C19a1sW01831,
129.160635,-1.554526,0.9164,13.393,12.328,-1.0,C19a1sW01832,
129.181309,2.802123,0.762,10.611,11.996,-1.0,C19a1sW01833,
129.182104,-1.092989,1.19,10.631,12.111,-1.0,C19a1sW01834,
129.19204,-0.023724,0.882,14.66,12.185,-1.0,C19a1sW01835,
129.200975,-1.549869,0.6782,13.51,12.332,-1.0,C19a1sW01836,
129.204308,0.526085,0.9521,18.476,12.379,-1.0,C19a1sW01837,
129.208282,3.276496,0.8751,12.356,11.98,-1.0,C19a1sW01838,
129.216688,-0.535668,0.5484,10.136,12.136,-1.0,C19a1sW01839,
129.218936,-0.955666,0.6328,12.688,12.31,-1.0,C19a1sW01840,
129.23097,2.982049,0.1937,37.44,12.236,0.18728,C19a1sW01841,
129.232368,4.362318,0.688,14.969,12.325,-1.0,C19a1sW01842,
129.236023,4.504279,0.8361,16.12,12.208,-1.0,C19a1sW01843,
129.261627,4.786937,0.6821,10.33,11.963,-1.0,C19a1sW01844,
129.261634,4.284691,0.862,15.539,12.343,-1.0,C19a1sW01845,
129.272185,3.232933,0.434,10.006,11.929,0.43161,C19a1sW01846,
129.28158,1.092585,1.15,10.967,12.088,-1.0,C19a1sW01847,
129.288733,3.984481,0.228,12.531,12.048,-1.0,C19a1sW01848,
129.294367,1.315421,1.0502,17.282,12.495,-1.0,C19a1sW01849,
129.297672,3.740062,0.4477,14.019,12.076,0.45094,C19a1sW01850,
129.304331,-0.014638,0.278,10.491,11.96,0.28197,C19a1sW01851,
129.311575,3.581457,1.1521,13.329,12.397,-1.0,C19a1sW01852,
129.31223,4.645898,0.7048,12.26,12.184,-1.0,C19a1sW01853,
129.312796,1.765179,1.0127,13.288,12.123,-1.0,C19a1sW01854,
129.316919,2.229766,0.8988,12.344,12.157,-1.0,C19a1sW01855,
129.318435,1.594131,0.362,27.782,12.585,0.36143,C19a1sW01856,
129.320702,1.980765,0.918,10.272,12.212,-1.0,C19a1sW01857,
129.334455,-1.292365,0.7524,10.718,12.169,-1.0,C19a1sW01858,
129.335453,-0.647521,0.904,10.364,11.835,-1.0,C19a1sW01859,
129.335563,1.729643,1.1762,11.903,12.41,-1.0,C19a1sW01860,
129.342541,1.423309,1.154,15.04,12.317,-1.0,C19a1sW01861,
129.346762,1.410489,0.3337,25.238,12.45,0.34727,C19a1sW01862,
129.353787,-1.067431,0.27,16.706,12.218,0.26028,C19a1sW01863,
129.363322,1.946558,0.386,29.909,12.525,-1.0,C19a1sW01864,
129.384116,0.870783,0.8091,29.887,12.615,-1.0,C19a1sW01865,
129.393835,3.910036,0.8695,14.743,12.227,-1.0,C19a1sW01866,
129.432205,2.315724,0.6786,14.107,12.343,0.68907,C19a1sW01867,
129.442163,0.140824,0.9264,13.369,12.082,-1.0,C19a1sW01868,
129.443979,3.4938,0.68,13.504,12.204,-1.0,C19a1sW01869,
129.447119,3.129237,1.0217,15.91,12.105,-1.0,C19a1sW01870,
129.462198,4.320936,1.1,10.168,12.103,-1.0,C19a1sW01871,
129.462458,-0.121574,1.1659,19.063,12.345,-1.0,C19a1sW01872,
129.468508,2.94743,1.101,23.474,12.39,-1.0,C19a1sW01873,
129.473352,-1.528966,1.19,10.451,12.003,-1.0,C19a1sW01874,
129.473403,-0.410498,0.458,24.015,12.41,-1.0,C19a1sW01875,
129.477263,-1.720701,0.8448,30.513,12.431,-1.0,C19a1sW01876,
129.47826,1.970233,1.1549,12.625,12.22,-1.0,C19a1sW01877,
129.493229,1.889349,0.356,20.268,12.381,0.35786,C19a1sW01878,
129.498371,2.357343,1.0679,10.446,12.101,-1.0,C19a1sW01879,
129.498996,-0.611572,0.4259,31.191,12.464,0.42032,C19a1sW01880,
129.500466,1.005999,0.8736,14.061,12.288,-1.0,C19a1sW01881,
129.508099,2.897005,0.898,11.365,11.945,-1.0,C19a1sW01882,
129.513429,2.838976,0.152,10.442,11.893,0.19245,C19a1sW01883,
129.52198,0.92837,0.8814,23.257,12.362,-1.0,C19a1sW01884,
129.533533,-0.888862,0.388,13.428,12.021,0.38118,C19a1sW01885,
129.534751,-0.903368,1.1552,10.712,12.046,-1.0,C19a1sW01886,
129.537174,-1.616464,0.966,12.33,12.049,-1.0,C19a1sW01887,
129.545271,-1.092604,0.2631,18.939,12.272,0.26787,C19a1sW01888,
129.559756,1.112562,0.3557,15.252,12.43,0.3483,C19a1sW01889,
129.566964,0.971078,0.3824,15.872,12.103,-1.0,C19a1sW01890,
129.571248,-1.389057,1.1482,12.645,12.081,-1.0,C19a1sW01891,
129.577071,3.876695,0.704,25.092,12.397,-1.0,C19a1sW01892,
129.584317,0.890619,0.208,10.372,12.128,0.20043,C19a1sW01893,
129.588802,1.583713,0.676,12.553,12.223,-1.0,C19a1sW01894,
129.60097,4.487357,0.8177,12.149,12.013,-1.0,C19a1sW01895,
129.602141,-1.06047,0.4192,10.384,11.998,-1.0,C19a1sW01896,
129.604527,4.512861,1.01,19.8,12.202,-1.0,C19a1sW01897,
129.611571,4.433672,0.6825,11.677,12.289,-1.0,C19a1sW01898,
129.614929,-1.786523,0.556,15.23,12.377,-1.0,C19a1sW01899,
129.622093,4.635163,0.3391,14.06,12.066,0.3536,C19a1sW01900,
129.635874,0.986992,0.4374,14.108,12.079,0.43639,C19a1sW01901,
129.638341,4.740124,0.986,10.447,12.026,-1.0,C19a1sW01902,
129.639802,2.254341,0.7368,19.007,12.38,-1.0,C19a1sW01903,
129.644095,1.964244,0.55,29.188,12.429,0.55686,C19a1sW01904,
129.644177,2.110909,0.4442,37.664,12.47,0.45676,C19a1sW01905,
129.64419,4.297787,0.8074,11.121,11.907,-1.0,C19a1sW01906,
129.645641,1.083869,1.04,12.936,12.328,-1.0,C19a1sW01907,
129.650351,1.803111,1.112,17.279,12.155,-1.0,C19a1sW01908,
129.651494,0.317962,1.1361,10.062,12.169,-1.0,C19a1sW01909,
129.65991,-1.765285,0.438,10.833,11.913,-1.0,C19a1sW01910,
129.671864,-0.933147,0.9951,13.019,12.373,-1.0,C19a1sW01911,
129.672529,4.735842,0.4571,30.318,12.478,0.45537,C19a1sW01912,
129.680604,-1.747146,0.994,21.392,12.385,-1.0,C19a1sW01913,
129.685431,-0.552328,0.7413,14.688,12.212,-1.0,C19a1sW01914,
129.68766,-0.698478,0.4591,22.786,12.264,-1.0,C19a1sW01915,
129.692976,-1.09003,0.546,28.156,12.516,-1.0,C19a1sW01916,
129.694496,0.295687,0.4007,10.824,12.053,0.40695,C19a1sW01917,
129.701127,0.028713,0.2397,17.161,12.286,0.27052,C19a1sW01918,
129.704486,1.433241,0.669,14.84,12.161,-1.0,C19a1sW01919,
129.711075,-1.695013,0.9781,15.191,12.44,-1.0,C19a1sW01920,
129.720304,0.271748,0.6859,13.058,12.175,-1.0,C19a1sW01921,
129.725496,4.702428,0.8027,12.01,12.3,-1.0,C19a1sW01922,
129.726198,-0.873328,0.9903,10.907,12.003,-1.0,C19a1sW01923,
129.734697,-1.114504,0.752,10.435,12.017,-1.0,C19a1sW01924,
129.735414,0.204812,0.5391,16.871,12.129,0.53663,C19a1sW01925,
129.742016,2.844704,1.3707,10.107,12.139,-1.0,C19a1sW01926,
129.742968,-1.843252,0.1426,17.727,11.846,0.13497,C19a1sW01927,
129.747768,2.483233,0.354,25.098,12.364,0.35862,C19a1sW01928,
129.750762,2.396889,0.5486,18.06,12.126,0.5581,C19a1sW01929,
129.753207,4.216927,1.035,13.431,12.137,-1.0,C19a1sW01930,
129.753432,2.015425,0.3465,25.118,12.54,0.35848,C19a1sW01931,
129.76203,1.992257,1.0739,11.707,12.278,-1.0,C19a1sW01932,
129.771679,-1.283571,0.4257,20.39,12.221,-1.0,C19a1sW01933,
129.776521,0.435519,0.95,12.118,12.239,-1.0,C19a1sW01934,
129.776926,0.066033,0.5389,11.934,11.958,-1.0,C19a1sW01935,
129.777292,4.525875,0.8144,12.112,12.266,-1.0,C19a1sW01936,
129.782925,3.785374,0.7896,11.245,12.126,-1.0,C19a1sW01937,
129.786942,-0.807371,0.5625,14.522,11.975,-1.0,C19a1sW01938,
129.788332,1.758531,1.1033,13.626,12.415,-1.0,C19a1sW01939,
129.793886,1.892562,1.1379,15.143,12.145,-1.0,C19a1sW01940,
129.80208,4.478449,0.68,14.216,12.408,-1.0,C19a1sW01941,
129.803082,-0.777113,0.734,22.779,12.255,-1.0,C19a1sW01942,
129.815967,4.398508,0.8131,11.184,12.102,-1.0,C19a1sW01943,
129.824908,1.025052,0.2752,29.581,12.374,0.26736,C19a1sW01944,
129.83903,4.207221,0.2202,11.067,12.303,0.20963,C19a1sW01945,
129.850279,2.836418,0.2495,12.941,12.083,0.26869,C19a1sW01946,
129.851179,2.447118,0.5542,17.448,12.4,-1.0,C19a1sW01947,
129.858569,3.603027,0.513,18.582,12.268,0.51651,C19a1sW01948,
129.858959,-0.769837,0.7276,11.725,12.219,-1.0,C19a1sW01949,
129.871332,3.668871,0.8182,11.471,12.094,-1.0,C19a1sW01950,
129.873126,4.501977,0.268,25.601,12.512,0.24875,C19a1sW01951,
129.873711,2.72564,0.1741,19.099,12.276,0.18866,C19a1sW01952,
129.884537,-1.691122,0.2605,47.413,12.537,0.27861,C19a1sW01953,
129.887,0.363326,0.258,11.509,11.971,0.27193,C19a1sW01954,
129.887139,0.60037,0.252,12.45,12.041,0.26742,C19a1sW01955,
129.889478,1.258174,1.056,11.793,12.279,-1.0,C19a1sW01956,
129.89257,0.012319,0.666,12.318,12.075,-1.0,C19a1sW01957,
129.893908,0.551955,0.622,13.506,12.14,0.6194,C19a1sW01958,
129.894903,0.253514,0.94,11.498,12.11,-1.0,C19a1sW01959,
129.894948,0.14828,0.26,14.952,12.24,0.27082,C19a1sW01960,
129.896126,2.679307,0.4921,11.28,12.225,0.49907,C19a1sW01961,
129.898025,2.209047,0.5132,13.962,12.071,0.50269,C19a1sW01962,
129.900909,0.043372,1.0059,12.015,12.183,-1.0,C19a1sW01963,
129.907693,3.805385,1.1739,13.066,12.371,-1.0,C19a1sW01964,
129.909002,1.774351,0.3831,28.796,12.406,0.38859,C19a1sW01965,
129.913702,4.633907,0.834,14.359,12.217,-1.0,C19a1sW01966,
129.913867,2.475837,0.4368,18.303,12.311,0.43065,C19a1sW01967,
129.915185,4.727765,0.57,11.861,12.07,-1.0,C19a1sW01968,
129.922452,2.420574,0.972,16.335,12.334,-1.0,C19a1sW01969,
129.92262,1.074306,0.162,24.444,12.05,0.15715,C19a1sW01970,
129.924092,2.382078,0.742,14.863,12.311,0.73337,C19a1sW01971,
129.940879,4.284708,0.8098,10.447,12.111,-1.0,C19a1sW01972,
129.942709,0.1229,0.4384,12.986,12.221,-1.0,C19a1sW01973,
129.9429,1.399755,0.643,31.678,12.624,-1.0,C19a1sW01974,
129.953853,1.68719,0.8885,13.315,12.138,-1.0,C19a1sW01975,
129.957723,3.913526,0.817,12.194,12.187,-1.0,C19a1sW01976,
129.96516,-0.221607,0.8999,10.931,12.028,-1.0,C19a1sW01977,
129.969472,2.035737,0.542,11.227,12.027,0.53707,C19a1sW01978,
129.974247,1.65234,1.0079,11.972,12.467,-1.0,C19a1sW01979,
129.982807,4.611358,0.9959,11.681,12.062,-1.0,C19a1sW01980,
129.98537,1.206597,0.856,10.637,12.155,-1.0,C19a1sW01981,
129.991358,3.291143,1.3621,14.634,12.197,-1.0,C19a1sW01982,
129.993091,-0.611204,0.459,16.369,12.129,-1.0,C19a1sW01983,
129.993864,0.42072,0.3508,27.575,12.252,0.36052,C19a1sW01984,
130.00047,-1.564467,0.261,48.168,12.588,0.2633,C19a1sW01985,
130.001961,1.572643,0.8924,12.927,12.251,-1.0,C19a1sW01986,
130.011001,-0.458561,0.2642,20.768,12.317,0.26928,C19a1sW01987,
130.013158,4.023229,1.3328,11.916,12.319,-1.0,C19a1sW01988,
130.014579,4.908308,0.8804,15.049,11.885,-1.0,C19a1sW01989,
130.016367,-0.701421,0.8509,12.656,12.259,-1.0,C19a1sW01990,
130.023497,4.234383,0.9241,15.105,11.96,-1.0,C19a1sW01991,
130.024483,-0.222516,0.9865,11.021,12.227,-1.0,C19a1sW01992,
130.024768,2.989801,0.4632,16.325,12.263,0.45627,C19a1sW01993,
130.025853,0.752112,0.364,10.39,12.027,-1.0,C19a1sW01994,
130.030903,4.099292,0.2283,10.493,12.222,-1.0,C19a1sW01995,
130.051812,3.7942,0.81,11.857,12.219,-1.0,C19a1sW01996,
130.053507,-0.532219,0.4323,16.349,12.25,0.43397,C19a1sW01997,
130.078903,2.482819,0.884,10.206,12.141,-1.0,C19a1sW01998,
130.079704,3.954531,0.556,12.898,12.152,-1.0,C19a1sW01999,
130.086375,1.571884,0.6991,13.09,12.229,-1.0,C19a1sW02000,
130.086677,-0.031837,0.734,10.053,11.948,-1.0,C19a1sW02001,
130.096818,1.700462,0.946,37.626,12.58,-1.0,C19a1sW02002,
130.097028,4.531755,1.04,17.385,12.127,-1.0,C19a1sW02003,
130.097632,1.58773,1.2319,10.317,12.001,-1.0,C19a1sW02004,
130.097778,3.462361,0.838,16.354,12.236,-1.0,C19a1sW02005,
130.108265,0.996709,0.7986,16.711,12.406,-1.0,C19a1sW02006,
130.113438,-1.706789,0.8048,11.348,12.125,-1.0,C19a1sW02007,
130.116536,-0.167963,0.682,11.957,11.919,-1.0,C19a1sW02008,
130.116951,0.900599,1.1506,12.379,12.1,-1.0,C19a1sW02009,
130.118112,-1.074706,0.3707,14.2,11.966,0.39085,C19a1sW02010,
130.14064,3.035582,0.916,14.046,12.297,-1.0,C19a1sW02011,
130.151646,4.189931,0.99,15.598,12.128,-1.0,C19a1sW02012,
130.157982,1.210847,0.1247,11.363,11.86,0.11109,C19a1sW02013,
130.170403,-1.483901,1.3674,12.394,12.193,-1.0,C19a1sW02014,
130.171565,-0.57178,0.66,10.247,11.989,-1.0,C19a1sW02015,
130.171771,-0.504126,0.688,15.996,12.08,-1.0,C19a1sW02016,
130.178989,1.512631,0.938,30.928,12.408,-1.0,C19a1sW02017,
130.17986,-1.582936,0.555,18.342,12.244,-1.0,C19a1sW02018,
130.184415,2.39658,1.1383,16.357,12.37,-1.0,C19a1sW02019,
130.189252,-1.824857,0.9055,26.9,12.589,-1.0,C19a1sW02020,
130.190711,-1.711979,0.8644,11.65,12.161,-1.0,C19a1sW02021,
130.190745,1.208003,1.0131,13.226,12.267,-1.0,C19a1sW02022,
130.19484,2.657274,1.104,15.325,12.413,-1.0,C19a1sW02023,
130.210004,1.691032,0.412,40.937,12.602,0.41147,C19a1sW02024,
130.213578,-1.716878,1.2181,11.097,12.191,-1.0,C19a1sW02025,
130.226589,1.74966,0.3514,11.743,12.425,0.35714,C19a1sW02026,
130.232659,0.199417,1.1904,13.007,12.127,-1.0,C19a1sW02027,
130.233552,0.638022,0.8336,15.412,12.238,-1.0,C19a1sW02028,
130.245161,3.092742,0.823,11.13,12.17,-1.0,C19a1sW02029,
130.248645,3.560956,0.4216,24.039,12.206,0.42331,C19a1sW02030,
130.26387,-1.897515,0.3971,10.087,11.835,-1.0,C19a1sW02031,
130.265874,2.583513,0.646,11.812,12.285,0.60881,C19a1sW02032,
130.266246,1.295748,0.632,25.066,12.524,-1.0,C19a1sW02033,
130.274247,2.420252,0.5874,17.823,12.467,0.5974,C19a1sW02034,
130.281088,4.784167,0.802,10.031,12.138,-1.0,C19a1sW02035,
130.281491,1.21726,0.952,11.328,12.174,-1.0,C19a1sW02036,
130.288119,1.693208,1.1481,13.638,12.392,-1.0,C19a1sW02037,
130.292994,-1.643412,0.26,11.78,12.078,0.27672,C19a1sW02038,
130.294456,-1.779212,0.5516,11.416,12.058,-1.0,C19a1sW02039,
130.302528,1.969646,0.612,20.141,12.28,-1.0,C19a1sW02040,
130.303755,0.445293,0.4423,26.668,12.514,-1.0,C19a1sW02041,
130.306443,0.618751,0.36,17.482,12.272,0.36246,C19a1sW02042,
130.31001,3.270355,0.3241,12.16,11.973,-1.0,C19a1sW02043,
130.312678,-1.383247,0.376,10.435,12.007,-1.0,C19a1sW02044,
130.316755,2.985622,0.732,11.574,12.354,-1.0,C19a1sW02045,
130.340526,-0.584661,1.074,17.028,12.327,-1.0,C19a1sW02046,
130.348652,2.112195,0.622,22.256,12.454,-1.0,C19a1sW02047,
130.35045,-0.187312,0.7416,15.353,12.24,-1.0,C19a1sW02048,
130.35097,0.776363,0.4068,16.469,12.215,0.40743,C19a1sW02049,
130.351502,3.811984,0.9983,19.341,12.283,-1.0,C19a1sW02050,
130.354308,-1.077546,0.5555,10.007,12.22,-1.0,C19a1sW02051,
130.355633,1.097121,1.0441,12.928,12.13,-1.0,C19a1sW02052,
130.361065,4.31764,0.9942,13.998,12.063,-1.0,C19a1sW02053,
130.361844,-0.583661,0.916,11.552,12.273,-1.0,C19a1sW02054,
130.363577,2.299502,1.154,10.324,12.311,-1.0,C19a1sW02055,
130.367241,0.444571,0.4044,22.801,12.307,-1.0,C19a1sW02056,
130.37025,-1.714913,0.7803,20.885,12.175,-1.0,C19a1sW02057,
130.371359,1.89664,0.988,12.204,12.38,-1.0,C19a1sW02058,
130.379416,1.08147,0.588,12.637,12.487,0.60555,C19a1sW02059,
130.382677,-1.36822,0.7801,10.734,12.367,-1.0,C19a1sW02060,
130.391912,-0.335222,0.8776,13.221,12.344,-1.0,C19a1sW02061,
130.398442,-0.085558,0.5127,17.731,12.278,-1.0,C19a1sW02062,
130.399371,3.794813,0.7737,25.021,12.365,-1.0,C19a1sW02063,
130.400293,4.063926,0.5727,17.902,12.203,0.57834,C19a1sW02064,
130.406919,4.403732,0.48,31.015,12.319,-1.0,C19a1sW02065,
130.408237,3.731518,0.476,12.827,12.151,0.48478,C19a1sW02066,
130.409922,1.747762,0.3688,17.277,12.288,-1.0,C19a1sW02067,
130.415612,0.76697,1.1459,19.589,12.43,-1.0,C19a1sW02068,
130.419619,3.435373,0.82,12.987,12.35,-1.0,C19a1sW02069,
