#   RA         Dec     z_cl    N_mem logMs  z_bcg    ID
 29.434672  -3.080513 0.1740  22.412 12.253 -1.0    C19a1nW00360
 29.437363  -5.064353 0.3040  21.016 12.537 -1.0    C19a1nW00361
 29.442938  -1.371481 0.4576  12.925 12.149 -1.0    C19a1nW00362
 29.467867  -3.749797 0.2132  36.784 12.295 -1.0    C19a1nW00363
 29.469565  -1.398660 1.0139  10.707 12.115 -1.0    C19a1nW00364
 29.471313  -2.484038 0.4760  12.403 12.278 0.47757 C19a1nW00365
 29.475647  -4.022977 0.5480  14.047 12.160 0.54833 C19a1nW00366
 29.477677  -5.354545 0.3000  16.579 12.273 -1.0    C19a1nW00367
 29.485357  -3.842694 0.9720  21.481 12.414 -1.0    C19a1nW00368
 29.491982  -2.486355 0.3807  17.616 12.302 0.38864 C19a1nW00369
 29.495105  -3.072572 0.5472  11.200 11.973 -1.0    C19a1nW00370
 29.495567  -0.940568 0.5441  19.471 12.662 0.51358 C19a1nW00371
 29.505326  -2.740448 0.7200  18.586 12.213 -1.0    C19a1nW00372
 29.508253  -3.632412 0.9049  11.399 11.913 -1.0    C19a1nW00373
 29.521168  -2.123227 0.5000  10.506 12.118 0.47902 C19a1nW00374
 29.566839  -4.247748 1.1479  11.858 12.241 -1.0    C19a1nW00375
 29.580396  -2.962766 1.0137  10.472 12.188 -1.0    C19a1nW00376
 29.581770  -4.334113 1.1487  11.024 12.354 -1.0    C19a1nW00377
 29.586171  -1.758806 1.1040  16.348 12.171 -1.0    C19a1nW00378
 29.588993  -2.841630 0.4800  14.067 12.272 0.47739 C19a1nW00379
 29.589049  -6.024000 0.3100  11.289 12.163 -1.0    C19a1nW00380
 29.607963  -1.777593 0.1626  55.580 12.710 0.16327 C19a1nW00381
 29.613389  -3.644710 1.1499  14.969 12.336 -1.0    C19a1nW00382
 29.616416  -5.822312 0.6720  12.736 12.266 -1.0    C19a1nW00383
 29.622497  -2.263354 0.4470  21.890 12.442 0.44131 C19a1nW00384
 29.632828  -3.642416 0.1451  12.981 12.309 0.16650 C19a1nW00385
 29.634241  -6.023150 0.8919  13.907 12.203 -1.0    C19a1nW00386
 29.635550  -4.194930 0.4376  10.649 12.282 0.43742 C19a1nW00387
 29.638614  -4.297124 0.9400  10.183 12.031 -1.0    C19a1nW00388
 29.650927  -1.283361 0.1740  15.597 12.374 -1.0    C19a1nW00389
 29.652040  -4.892521 0.7622  10.354 12.111 -1.0    C19a1nW00390
 29.655232  -1.897050 0.7628  14.503 12.452 -1.0    C19a1nW00391
 29.655484  -5.376534 0.8244  27.627 12.492 -1.0    C19a1nW00392
 29.678144  -4.407644 0.9651  15.273 12.416 -1.0    C19a1nW00393
 29.684196  -4.561673 0.9660  10.214 12.210 -1.0    C19a1nW00394
 29.684582  -5.645053 0.5080  16.629 12.263 -1.0    C19a1nW00395
 29.702004  -2.437158 0.9500  20.356 12.281 -1.0    C19a1nW00396
 29.703354  -5.602736 0.6300  10.291 12.221 -1.0    C19a1nW00397
 29.726377  -5.230387 1.0045  10.603 12.251 -1.0    C19a1nW00398
 29.734504  -3.914647 0.2243  10.206 12.057 -1.0    C19a1nW00399
 29.755922  -5.278453 0.9208  11.815 12.215 -1.0    C19a1nW00400
 29.759144  -5.173553 0.3520  26.121 12.334 -1.0    C19a1nW00401
 29.759343  -1.828606 0.2233  13.684 12.315 -1.0    C19a1nW00402
 29.770855  -2.492304 0.3840  15.152 12.295 -1.0    C19a1nW00403
 29.795467  -5.501245 0.7120  15.291 12.502 -1.0    C19a1nW00404
 29.798925  -5.296149 0.7231  15.032 12.334 -1.0    C19a1nW00405
 29.802687  -3.405454 0.5395  25.942 12.552 -1.0    C19a1nW00406
 29.810617  -5.943777 0.5986  11.002 12.209 -1.0    C19a1nW00407
 29.812046  -5.390290 0.6260  10.842 12.214 -1.0    C19a1nW00408
 29.831629  -0.726422 0.7367  16.361 12.186 -1.0    C19a1nW00409
 29.835626  -5.953746 0.5280  14.198 12.283 0.52217 C19a1nW00410
 29.836569  -3.721369 0.1780  39.179 12.513 0.17882 C19a1nW00411
 29.839286  -3.165221 0.6220  20.785 12.406 0.64934 C19a1nW00412
 29.841772  -1.945421 0.4488  10.504 12.098 0.43804 C19a1nW00413
 29.842264  -1.454192 0.7997  17.745 12.416 0.81132 C19a1nW00414
 29.873984  -6.525180 0.7672  10.662 11.975 -1.0    C19a1nW00415
 29.877133  -3.839823 0.7800  67.139 12.822 -1.0    C19a1nW00416
 29.889982  -2.909926 0.9568  13.860 12.235 -1.0    C19a1nW00417
 29.895637  -5.843890 0.6360  10.046 12.170 0.63843 C19a1nW00418
 29.897992  -2.820192 0.4676  19.328 12.373 0.47367 C19a1nW00419
 29.899586  -2.373029 0.8273  10.660 12.151 -1.0    C19a1nW00420
 29.900088  -0.668632 0.5946  13.438 12.030 -1.0    C19a1nW00421
 29.911912  -4.715881 0.5580  10.070 12.135 0.55603 C19a1nW00422
 29.927155  -6.152050 0.2011  21.481 12.352 0.18506 C19a1nW00423
 29.928390  -1.386227 0.3043  35.185 12.584 -1.0    C19a1nW00424
 29.928672  -4.505031 0.9239  11.818 12.137 -1.0    C19a1nW00425
 29.929864  -1.932666 0.1970  24.217 12.572 -1.0    C19a1nW00426
 29.942025  -5.455352 0.7680  14.198 12.156 -1.0    C19a1nW00427
 29.958496  -5.489479 1.1799  13.117 12.325 -1.0    C19a1nW00428
 29.963437  -5.428139 0.1864  13.165 12.315 -1.0    C19a1nW00429
 29.967080  -3.297395 0.6211  13.796 12.335 0.65274 C19a1nW00430
 29.987280  -5.378599 0.7804  16.900 12.384 -1.0    C19a1nW00431
 29.992783  -5.074369 0.4408  11.173 12.321 0.43383 C19a1nW00432
 29.996307  -4.728783 0.1747  12.006 12.161 0.16721 C19a1nW00433
 29.998948  -0.721482 0.3460  10.025 12.220 0.35188 C19a1nW00434
 30.008594  -3.992644 0.5195  13.913 12.260 -1.0    C19a1nW00435
 30.013341  -3.427545 0.6520  14.239 12.371 0.65230 C19a1nW00436
 30.020533  -0.676624 0.5884  24.023 12.470 0.60957 C19a1nW00437
 30.023934  -5.505392 0.7260  19.836 12.462 -1.0    C19a1nW00438
 30.024690  -2.310669 0.4400  14.583 12.105 0.44680 C19a1nW00439
 30.025359  -6.391863 1.0900  14.051 12.437 -1.0    C19a1nW00440
 30.026831  -4.152656 1.1601  11.197 12.266 -1.0    C19a1nW00441
 30.029599  -1.276832 0.2160  20.828 12.453 0.25183 C19a1nW00442
 30.040111  -1.144846 0.3560  10.946 12.166 0.36950 C19a1nW00443
 30.053979  -6.151968 1.0566  18.980 12.333 -1.0    C19a1nW00444
 30.072701  -5.284889 0.7780  12.909 12.353 -1.0    C19a1nW00445
 30.077567  -6.298353 1.0160  20.623 12.287 -1.0    C19a1nW00446
 30.081026  -3.488255 0.2880  42.732 12.550 -1.0    C19a1nW00447
 30.086380  -6.261125 1.1600  13.810 12.348 -1.0    C19a1nW00448
 30.103516  -1.884612 0.6969  10.775 12.332 0.70990 C19a1nW00449
 30.105606  -4.502730 1.0400  20.289 12.540 -1.0    C19a1nW00450
 30.114775  -2.579998 0.2380  16.084 12.049 -1.0    C19a1nW00451
 30.131647  -5.315881 0.8380  13.619 12.269 -1.0    C19a1nW00452
 30.134032  -3.674095 0.6660  12.490 12.219 -1.0    C19a1nW00453
 30.141594  -1.509488 1.2912  10.706 12.160 -1.0    C19a1nW00454
 30.143412  -5.449417 0.2312  19.282 12.283 0.22918 C19a1nW00455
 30.158798  -4.354056 1.0500  10.409 12.209 -1.0    C19a1nW00456
 30.161424  -6.127636 1.1840  10.498 12.340 -1.0    C19a1nW00457
 30.163932  -1.427299 0.5425  10.325 12.020 -1.0    C19a1nW00458
 30.174687  -1.438971 0.8216  10.298 12.263 -1.0    C19a1nW00459
 30.188135  -5.068629 0.8256  10.141 11.986 -1.0    C19a1nW00460
 30.196096  -6.044241 1.0321  14.243 12.219 -1.0    C19a1nW00461
 30.197599  -3.401294 0.7816  12.522 12.259 -1.0    C19a1nW00462
 30.201642  -3.745228 0.6859  10.860 12.111 -1.0    C19a1nW00463
 30.212844  -3.863624 0.9624  11.941 12.293 -1.0    C19a1nW00464
 30.220120  -1.585391 0.5437  12.677 12.144 -1.0    C19a1nW00465
 30.229436  -6.162661 0.6300  11.518 12.137 -1.0    C19a1nW00466
 30.230509  -0.629595 0.3500  11.393 11.949 0.37236 C19a1nW00467
 30.235405  -1.316719 0.4669  11.534 12.059 0.46445 C19a1nW00468
 30.242279  -6.458052 0.3430  13.950 12.297 0.33711 C19a1nW00469
 30.249640  -3.930140 0.9660  11.680 12.053 -1.0    C19a1nW00470
 30.257006  -2.819098 0.4380  12.961 12.342 0.45248 C19a1nW00471
 30.260926  -4.993662 0.7832  11.672 12.346 0.77634 C19a1nW00472
 30.273825  -5.224399 0.4268  11.500 12.157 0.43445 C19a1nW00473
 30.280597  -4.562559 1.0808  10.611 12.146 -1.0    C19a1nW00474
 30.281216  -2.108265 0.7977  15.211 12.320 0.80499 C19a1nW00475
 30.293110  -1.401314 0.2048  39.055 12.641 0.20841 C19a1nW00476
 30.295772  -2.813233 1.0151  10.065 12.106 -1.0    C19a1nW00477
 30.311679  -6.070890 0.6140  15.673 12.359 -1.0    C19a1nW00478
 30.314917  -5.582314 0.5920  13.550 12.178 0.59991 C19a1nW00479
 30.316922  -2.077575 0.5976  10.015 12.228 -1.0    C19a1nW00480
 30.319526  -2.707297 0.5740  19.427 12.410 0.56336 C19a1nW00481
 30.324182  -5.897054 0.2241  14.193 12.271 0.23528 C19a1nW00482
 30.329863  -2.972060 0.7632  17.683 12.320 -1.0    C19a1nW00483
 30.331101  -2.878207 0.7121  18.738 12.540 0.70193 C19a1nW00484
 30.335822  -2.632099 0.8759  20.584 12.414 -1.0    C19a1nW00485
 30.340248  -4.952970 0.9400  13.313 12.417 -1.0    C19a1nW00486
 30.344671  -4.607092 0.3652  18.440 12.148 -1.0    C19a1nW00487
 30.352341  -2.374351 0.5569  31.481 12.694 0.54779 C19a1nW00488
 30.363223  -6.688171 0.6540  13.771 12.267 -1.0    C19a1nW00489
 30.372618  -5.008597 0.1861  12.403 12.183 0.18219 C19a1nW00490
 30.376229  -5.513414 0.1940  18.172 12.419 0.18895 C19a1nW00491
 30.377881  -1.578005 0.6859  29.685 12.630 -1.0    C19a1nW00492
 30.381281  -5.481870 0.7096  10.925 12.048 0.64740 C19a1nW00493
 30.391242  -2.076920 0.5609  10.417 12.149 -1.0    C19a1nW00494
 30.392586  -4.046713 1.0059  10.880 12.070 -1.0    C19a1nW00495
 30.393510  -3.001634 0.3252  16.091 12.305 0.32958 C19a1nW00496
 30.393917  -3.476708 0.8620  12.069 12.280 -1.0    C19a1nW00497
 30.406633  -6.414044 0.4168  17.894 12.143 -1.0    C19a1nW00498
 30.415586  -6.380787 0.3376  23.708 12.354 0.33393 C19a1nW00499
 30.416062  -3.707568 0.5820  11.899 12.295 0.57279 C19a1nW00500
 30.416871  -5.047497 0.8159  29.859 12.639 -1.0    C19a1nW00501
 30.420748  -5.030171 0.2334  21.026 12.500 0.23324 C19a1nW00502
 30.425195  -3.737014 1.0500  16.801 12.390 -1.0    C19a1nW00503
 30.433570  -2.859608 1.0053  13.107 12.327 -1.0    C19a1nW00504
 30.440013  -2.928630 0.6620  10.498 12.126 -1.0    C19a1nW00505
 30.440309  -1.671143 0.2091  24.562 12.433 -1.0    C19a1nW00506
 30.445168  -2.198314 0.2040  70.713 12.766 0.19341 C19a1nW00507
 30.445600  -0.761033 0.9640  14.786 12.441 -1.0    C19a1nW00508
 30.446592  -3.400325 0.5582  13.042 12.180 -1.0    C19a1nW00509
 30.447455  -4.683180 0.1860  18.262 12.206 0.18006 C19a1nW00510
 30.453549  -4.923842 0.9354  10.128 12.123 -1.0    C19a1nW00511
 30.457088  -3.472147 1.1821  10.101 12.094 -1.0    C19a1nW00512
 30.457955  -1.257800 0.5630  11.479 12.232 0.64662 C19a1nW00513
 30.458735  -6.215237 1.1500  11.369 12.291 -1.0    C19a1nW00514
 30.462905  -4.084121 1.0185  17.363 12.389 -1.0    C19a1nW00515
 30.466910  -2.614002 0.7319  11.032 12.300 0.72680 C19a1nW00516
 30.475432  -6.617277 1.1560  11.812 12.225 -1.0    C19a1nW00517
 30.477430  -4.521928 0.3660  12.246 12.218 0.35067 C19a1nW00518
 30.481826  -1.217338 0.3529  16.592 12.249 0.36649 C19a1nW00519
 30.492083  -4.170322 0.7760  15.819 12.324 -1.0    C19a1nW00520
 30.496195  -4.074991 0.1440  13.566 12.058 0.16704 C19a1nW00521
 30.498531  -1.401731 0.5680  12.415 12.469 -1.0    C19a1nW00522
 30.503027  -3.968750 0.7828  16.067 12.338 -1.0    C19a1nW00523
 30.505568  -2.026373 0.2423  13.943 12.312 -1.0    C19a1nW00524
 30.509590  -5.562067 1.2616  13.465 12.329 -1.0    C19a1nW00525
 30.520673  -4.841699 1.2033  12.735 12.360 -1.0    C19a1nW00526
 30.522511  -4.115866 1.2940  10.050 12.051 -1.0    C19a1nW00527
 30.523057  -3.218786 1.1199  18.265 12.331 -1.0    C19a1nW00528
 30.526570  -4.628641 0.6160  15.526 12.155 -1.0    C19a1nW00529
 30.539837  -3.889479 0.2126  15.203 12.209 0.29349 C19a1nW00530
 30.543684  -3.187529 0.1560  35.736 12.471 0.15380 C19a1nW00531
 30.547732  -1.079519 0.8112  15.972 12.524 -1.0    C19a1nW00532
 30.558296  -1.355981 0.7510  10.240 11.963 -1.0    C19a1nW00533
 30.558870  -3.261273 0.9799  16.686 12.188 -1.0    C19a1nW00534
 30.566443  -5.644474 0.7140  17.251 12.516 0.71164 C19a1nW00535
 30.572605  -5.536872 0.7900  13.307 12.302 -1.0    C19a1nW00536
 30.575802  -3.013384 0.3540  16.347 12.131 0.35943 C19a1nW00537
 30.583566  -2.453087 0.8775  17.592 12.448 -1.0    C19a1nW00538
 30.584140  -3.458195 0.6264  10.357 12.139 0.63359 C19a1nW00539
 30.586709  -3.698157 0.7113  12.601 12.294 0.69802 C19a1nW00540
 30.586918  -5.918861 0.2093  22.700 12.425 0.19786 C19a1nW00541
 30.592897  -3.695218 0.1802  14.643 12.251 0.17920 C19a1nW00542
 30.594438  -4.835147 0.4360  12.721 11.957 0.43573 C19a1nW00543
 30.598582  -5.760898 0.6959  24.803 12.566 0.68992 C19a1nW00544
 30.599891  -0.932630 0.6120  29.363 12.629 0.59939 C19a1nW00545
 30.608030  -0.750780 1.1939  10.871 12.174 -1.0    C19a1nW00546
 30.608625  -0.640317 1.3325  10.314 12.231 -1.0    C19a1nW00547
 30.608871  -4.462137 0.2914  10.672 12.073 0.30969 C19a1nW00548
 30.615002  -5.023634 0.2273  20.397 12.435 0.23251 C19a1nW00549
 30.616082  -2.700227 0.6389  16.190 12.329 0.64087 C19a1nW00550
 30.625169  -2.953508 0.9460  16.275 12.508 0.92426 C19a1nW00551
 30.625724  -6.036404 1.1799  12.995 12.185 -1.0    C19a1nW00552
 30.628436  -6.523898 0.3120  12.020 11.995 0.31358 C19a1nW00553
 30.629400  -5.134555 1.2000  11.906 12.397 -1.0    C19a1nW00554
 30.631228  -3.943315 0.7220  15.880 12.412 -1.0    C19a1nW00555
 30.632354  -5.648185 0.2048  11.652 12.260 0.19793 C19a1nW00556
 30.636131  -1.694487 0.3716  16.634 12.357 0.36317 C19a1nW00557
 30.640581  -6.162944 0.8103  12.199 12.239 -1.0    C19a1nW00558
 30.647019  -5.643154 0.8400  10.205 12.155 -1.0    C19a1nW00559
 30.647510  -1.324241 0.9295  10.050 12.099 -1.0    C19a1nW00560
 30.666810  -6.109942 0.9719  12.238 12.151 -1.0    C19a1nW00561
 30.667624  -1.709558 0.8279  10.372 11.965 -1.0    C19a1nW00562
 30.669474  -3.644700 0.6123  17.334 12.365 0.63118 C19a1nW00563
 30.672027  -3.071251 0.9281  12.288 12.070 -1.0    C19a1nW00564
 30.684804  -5.216752 1.1660  11.257 12.338 -1.0    C19a1nW00565
 30.685391  -0.792060 0.2460  12.026 12.065 -1.0    C19a1nW00566
 30.687303  -3.465089 0.5540  22.818 12.521 -1.0    C19a1nW00567
 30.689663  -0.732701 0.1630  12.017 12.049 0.16127 C19a1nW00568
 30.692686  -2.676057 1.0127  14.843 12.200 -1.0    C19a1nW00569
 30.701074  -3.332237 0.7024  10.660 12.094 -1.0    C19a1nW00570
 30.715332  -4.409908 0.5920  12.121 12.084 0.59740 C19a1nW00571
 30.715375  -2.933003 1.1831  10.891 12.183 -1.0    C19a1nW00572
 30.720677  -4.080894 0.2600  25.426 12.384 0.29232 C19a1nW00573
 30.725492  -6.190892 1.0599  12.856 12.115 -1.0    C19a1nW00574
 30.726516  -2.766410 0.8740  31.764 12.616 -1.0    C19a1nW00575
 30.728175  -5.800812 0.8980  10.626 12.077 -1.0    C19a1nW00576
 30.731486  -2.264073 0.1761  26.882 12.559 0.17745 C19a1nW00577
 30.743520  -6.258057 0.2026  11.832 12.105 -1.0    C19a1nW00578
 30.746775  -5.909855 0.7226  10.816 11.989 -1.0    C19a1nW00579
 30.748478  -0.709983 0.4234  34.757 12.577 0.43532 C19a1nW00580
 30.758979  -4.993781 0.5020  26.826 12.611 0.51206 C19a1nW00581
 30.762168  -5.856938 0.9286  10.481 12.130 -1.0    C19a1nW00582
 30.775644  -5.732072 0.5820  12.040 12.222 -1.0    C19a1nW00583
 30.781765  -3.196048 0.7119  12.290 12.208 -1.0    C19a1nW00584
 30.790271  -2.771354 0.4932  11.583 12.346 -1.0    C19a1nW00585
 30.791336  -4.437781 0.7337  13.068 12.226 0.67670 C19a1nW00586
 30.807225  -0.788273 0.3503  51.553 12.605 0.37173 C19a1nW00587
 30.812907  -2.078654 0.3297  10.498 12.285 -1.0    C19a1nW00588
 30.817157  -0.674055 0.7807  18.379 12.414 -1.0    C19a1nW00589
 30.819173  -1.400220 0.7020  36.127 12.712 0.71089 C19a1nW00590
 30.825659  -4.665772 0.6120  12.643 12.286 -1.0    C19a1nW00591
 30.839091  -1.279916 0.5978  15.616 12.377 0.60318 C19a1nW00592
 30.846159  -4.777928 0.9541  10.586 12.079 -1.0    C19a1nW00593
 30.850349  -3.930444 0.3380  11.143 12.266 -1.0    C19a1nW00594
 30.850468  -3.768019 0.2877  25.266 12.447 0.29183 C19a1nW00595
 30.856617  -6.253006 1.1539  16.727 12.400 -1.0    C19a1nW00596
 30.864572  -2.769306 0.1943  10.638 12.317 -1.0    C19a1nW00597
 30.866804  -0.556563 0.6440  12.370 11.934 -1.0    C19a1nW00598
 30.880052  -5.787745 0.9300  13.563 12.279 -1.0    C19a1nW00599
 30.881531  -3.707278 0.7810  13.174 12.299 0.76508 C19a1nW00600
 30.893933  -1.902420 0.1690  11.156 12.323 0.16712 C19a1nW00601
 30.911036  -6.526610 1.0598  14.443 12.412 -1.0    C19a1nW00602
 30.912046  -5.605231 0.6860  19.692 12.480 0.69390 C19a1nW00603
 30.922270  -0.978217 0.4225  14.062 12.378 0.40903 C19a1nW00604
 30.925893  -5.085876 1.1305  10.526 12.159 -1.0    C19a1nW00605
 30.937103  -6.069053 0.9080  22.739 12.501 -1.0    C19a1nW00606
 30.957813  -4.356734 0.7768  11.924 12.150 0.76940 C19a1nW00607
 30.962677  -5.773147 0.5333  11.143 11.991 -1.0    C19a1nW00608
 30.970972  -5.027928 0.5020  25.438 12.450 0.52097 C19a1nW00609
 30.972949  -0.976634 0.1177  11.088 12.175 0.04189 C19a1nW00610
 30.979372  -0.790479 0.7571  12.514 12.161 0.78913 C19a1nW00611
 30.979856  -2.082841 0.9000  11.489 12.270 -1.0    C19a1nW00612
 30.982602  -3.683339 0.7818  17.074 12.422 -1.0    C19a1nW00613
 30.985346  -2.116544 0.6779  11.367 12.136 -1.0    C19a1nW00614
 30.988037  -5.835554 0.4556  12.260 12.183 0.46496 C19a1nW00615
 30.990101  -4.222649 0.1463  25.087 12.354 0.13433 C19a1nW00616
 31.005135  -3.839486 0.9016  11.243 12.083 -1.0    C19a1nW00617
 31.011900  -2.248371 0.1817  32.458 12.612 0.17808 C19a1nW00618
 31.018598  -3.583880 0.7599  15.513 12.465 -1.0    C19a1nW00619
 31.021700  -1.538598 0.7320  10.796 12.298 -1.0    C19a1nW00620
 31.029638  -4.703814 1.0841  11.920 12.227 -1.0    C19a1nW00621
 31.030218  -6.582099 1.0779  11.349 12.314 -1.0    C19a1nW00622
 31.033182  -1.775151 0.6500  25.162 12.436 -1.0    C19a1nW00623
 31.040850  -5.970574 0.8982  11.200 12.322 -1.0    C19a1nW00624
 31.042815  -3.884896 0.6541  10.404 12.165 0.65731 C19a1nW00625
 31.054055  -2.886653 0.8986  12.827 12.093 0.91895 C19a1nW00626
 31.060717  -6.294214 0.9000  11.452 12.405 -1.0    C19a1nW00627
 31.062336  -2.517001 1.1575  14.033 12.344 -1.0    C19a1nW00628
 31.080660  -4.775727 0.6200  14.202 12.489 0.61755 C19a1nW00629
 31.084547  -4.731884 0.3160  11.379 12.453 0.32799 C19a1nW00630
 31.099929  -6.652017 1.0044  28.251 12.396 -1.0    C19a1nW00631
 31.103310  -2.673878 0.9945  17.024 12.435 -1.0    C19a1nW00632
 31.112083  -5.077836 0.9600  15.674 12.237 -1.0    C19a1nW00633
 31.122967  -1.452670 0.6220  18.360 12.359 -1.0    C19a1nW00634
 31.123769  -2.509154 0.6780  21.203 12.438 0.65050 C19a1nW00635
 31.123909  -2.311017 1.1445  11.056 12.428 -1.0    C19a1nW00636
 31.130383  -0.919602 0.9472  23.719 12.361 -1.0    C19a1nW00637
 31.130592  -3.100867 0.2971  13.424 12.187 -1.0    C19a1nW00638
 31.154996  -6.396107 0.9976  11.779 12.137 -1.0    C19a1nW00639
 31.155788  -2.180127 0.8021  17.407 12.333 -1.0    C19a1nW00640
 31.156244  -4.753457 0.9519  17.592 12.192 -1.0    C19a1nW00641
 31.166920  -5.988252 0.9312  12.894 12.312 -1.0    C19a1nW00642
 31.176983  -5.454107 0.6320  23.837 12.512 0.65119 C19a1nW00643
 31.188716  -3.215868 0.8680  10.158 12.222 -1.0    C19a1nW00644
 31.193279  -5.653044 0.7000  19.027 12.214 -1.0    C19a1nW00645
 31.195579  -1.162891 0.4225  21.163 12.366 0.43126 C19a1nW00646
 31.196516  -1.287044 0.2382  15.902 12.170 -1.0    C19a1nW00647
 31.196516  -1.287044 0.3120  29.498 12.391 -1.0    C19a1nW00648
 31.197876  -5.304592 0.5387  11.704 12.306 0.54425 C19a1nW00649
 31.205241  -3.366347 1.0239  18.686 12.490 -1.0    C19a1nW00650
 31.209756  -3.060650 0.5473  42.537 12.578 -1.0    C19a1nW00651
 31.212727  -1.626631 0.6140  13.344 12.276 -1.0    C19a1nW00652
 31.215699  -2.478892 1.0400  12.383 11.938 -1.0    C19a1nW00653
 31.216210  -6.226771 1.2359  10.595 12.076 -1.0    C19a1nW00654
 31.221068  -0.883623 0.3911  10.649 12.079 0.39604 C19a1nW00655
 31.224289  -5.302494 1.1309  11.463 12.203 -1.0    C19a1nW00656
 31.225535  -4.087576 0.6160  15.594 12.418 -1.0    C19a1nW00657
 31.229962  -5.194069 0.6738  18.394 12.519 0.69919 C19a1nW00658
 31.233113  -5.044506 1.1480  11.297 12.326 -1.0    C19a1nW00659
 31.239634  -6.137728 0.7122  10.057 12.120 -1.0    C19a1nW00660
 31.245797  -4.255816 0.6240  12.831 12.272 0.62977 C19a1nW00661
 31.246475  -6.362019 1.1578  10.814 12.110 -1.0    C19a1nW00662
 31.246483  -6.437554 0.8869  10.695 12.234 -1.0    C19a1nW00663
 31.247326  -6.475122 0.2647  12.519 12.217 0.29236 C19a1nW00664
 31.251620  -5.930139 0.3940  27.563 12.363 0.41344 C19a1nW00665
 31.251908  -3.470979 0.2134  13.303 12.008 -1.0    C19a1nW00666
 31.264893  -4.470902 0.7640  12.640 12.360 -1.0    C19a1nW00667
 31.265145  -4.489254 0.9480  13.375 12.295 -1.0    C19a1nW00668
 31.269257  -4.714837 1.1120  25.653 12.407 -1.0    C19a1nW00669
 31.289308  -3.377429 0.7660  15.866 12.402 0.74476 C19a1nW00670
 31.290102  -4.315763 0.7740  12.090 12.366 -1.0    C19a1nW00671
 31.290549  -4.918395 0.2140  17.269 12.274 0.21133 C19a1nW00672
 31.290898  -3.667368 0.9460  14.489 12.457 -1.0    C19a1nW00673
 31.297588  -4.588867 1.1440  12.597 12.223 -1.0    C19a1nW00674
 31.298182  -5.758238 1.1599  10.153 12.384 -1.0    C19a1nW00675
 31.299180  -5.694108 0.6901  24.857 12.401 -1.0    C19a1nW00676
 31.299860  -1.698615 0.2400  18.300 12.367 -1.0    C19a1nW00677
 31.301510  -5.260843 1.0280  13.145 12.139 -1.0    C19a1nW00678
 31.305482  -2.905589 1.1280  11.022 12.152 -1.0    C19a1nW00679
 31.308156  -6.011819 0.7780  15.688 12.439 -1.0    C19a1nW00680
 31.324585  -4.647056 0.9660  42.491 12.736 -1.0    C19a1nW00681
 31.340907  -0.869145 0.6300  10.081 12.089 -1.0    C19a1nW00682
 31.341629  -4.051911 0.6180  16.758 12.430 0.62306 C19a1nW00683
 31.346803  -3.511757 0.4880  15.690 12.298 0.49524 C19a1nW00684
 31.354827  -5.732362 0.2603  44.585 12.594 0.29515 C19a1nW00685
 31.359488  -3.974861 1.0046  11.165 12.045 -1.0    C19a1nW00686
 31.362778  -2.121522 0.1827  15.757 12.333 -1.0    C19a1nW00687
 31.370041  -2.378160 0.1912  11.081 12.071 0.18548 C19a1nW00688
 31.370102  -6.230669 1.1550  14.471 12.242 -1.0    C19a1nW00689
 31.380979  -6.344400 1.1518  12.902 12.283 -1.0    C19a1nW00690
 31.385283  -4.585526 0.6279  10.583 12.180 -1.0    C19a1nW00691
 31.388915  -2.451074 0.9651  31.785 12.686 -1.0    C19a1nW00692
 31.392507  -5.864040 0.8324  13.516 12.172 0.81600 C19a1nW00693
